Title,Status
Maria Elisabeth Straub,200
Neue Berliner Pferdebahn,200
Otto Zykan,404
Nikolaus Wynmann,200
Nur zwei Dinge,200
Kunstgewerbe- und Handwerkerschule Magdeburg,200
Michael Schreiner (Schauspieler),200
Christian-Friedrich Dallmann,200
Georg Ilsung,404
Berliner Volks-Zeitung,200
Erich Becht,200
Susanne Faschon,200
Philipp Möhring,200
Kurt Georg Wernicke,200
Blue Yodeling,200
Stefanie Veith,200
Werner Tietz,404
Theodor Straub,200
Kabarett Änderungsschneiderei,200
Nico Weinmann,200
Corps Palatia Bonn,200
Günther Stark (Intendant),404
Barbara Just-Dahlmann,200
Klaus Schreiner (Historiker),200
"Julius Hübner (Maler, 1841)",404
Stefan Schreiner,200
Hendrik Dietz,200
Johann Karl Philipp Spener,200
Ulrich Schlie,200
Johann Christian Friedrich Dietz,404
Rudolf von Stülpnagel,200
Josef Kis,200
Jan Schiffer,200
Adolph und Fritz Brunner,200
Hans-Ulrich Schnitzler,404
Schwanenmarkt 8,200
Johann Georg Straub,200
Johann Friedrich Wilhelm von Schoeler,200
Adolf Stark (Politiker),200
Das Kloster der Minne,200
Max Huggler,200
Peter Schreiner (Indologe),200
Andreas Schreiner (Autor),404
Gotthold Starke,200
Karl Willy Straub,200
Heinrich Pipping,200
Johannes Schnizer,200
Karl Weigl (Politiker),200
Gudrun Schreiner,200
Regula von Lichtenthal,200
Krisztián Szép Kis,200
Heinz Geggel,200
Villa Schnetzer,200
Klaus Kießling,200
Martin Veith,200
Friedrich List (Jurist),200
Karlheinz Dietz,200
Stark-Preis,200
Gert Kießling,200
Kasberger Linde,200
Josef Kiesl,200
Erich Straub,200
Wilhelm Volkert,200
Geschichte der Juden in Ostfriesland,200
Alfred Götze (Philologe),200
Jakob Dachser,200
Ekkehart Stark,200
Günther Deicke,200
Klaus Starke,200
Warenhaus Tietz (Heinrich-Heine-Allee),200
Johannes Kretzschmar (Liedtexter),200
Ursula Klenk,404
Wolfgang Dietz,200
Händel-Förderpreis der Stadt Halle,404
Auskultator,200
Monika Leisch-Kiesl,404
Hermann von Stülpnagel,404
Peter Schreiner (Regisseur),200
Tobias Lelle,200
Bernd Schneidmüller,200
Thilo Michler,200
Walter Gyssling,404
Johann Friedrich Burscher,200
Kinderzuschlag,200
Aberlin Jörg,200
Anton Straub,200
Klaus König (Posaunist),200
Georg Schmidt (Kunsthistoriker),200
Vereinigte Staatsschulen für freie und angewandte Kunst,200
Karl Schnitzler (Oberamtmann),200
Nikolaus Müller (Künstler),200
Daniel Schreiner,200
Franz Dietz,200
Michael Starcke,200
Thomas Ranft (Moderator),200
"Helmut Müller (Politiker, 1910)",200
Kim Schnitzer,200
Martin Scheffler,200
Karl-Ewald Tietz,200
Horst Veith,200
Franz Kieslinger,200
Hans-Ulrich Hege,200
Lorenz Schreiner,200
Christoph Stark (Regisseur),200
Curt Reinhard Dietz,200
Paul Kießling,404
Heinrich Schnitzler (Polizeibeamter),200
Kulturareal Desert,200
Gerold Escher,200
Villa Weinmann,404
Karl Veith,200
Alte Kirche Wollishofen,200
Gesellschaft für Sprachtechnologie und Computerlinguistik,200
Schnitzler (österreichische Familie),404
Fritz Scheuermann (Schauspieler),200
Jörg Straube,200
Ministerialrat,200
Ernst Dietz (Schauspieler),200
Herbert Scheffler,200
Klaus Koenig (Pianist),200
Robert Schoeller,200
Sina Kießling,404
Heinrich Schiffers (Geograph),200
Jan Schiffer (Politiker),404
Hochwasserschutz in Dresden,200
"Franz Fischer (Bildhauer, 1900)",404
Forschungsnetzwerk Sprache und Wissen,200
Karl-Marx-Erinnerungsstätte in Berlin-Stralau,200
Hans-Joachim Wunderlich,200
August Wernecke,404
Anna Luise Kiss,200
Landesbühne Niedersachsen Nord,200
"Helmut Müller (Politiker, 1930)",200
Claude Starck,200
Alexander Dietz,200
Matthias Scheffler,200
Nikolaus Müller-Lantzsch,404
Gerhard Schiffner,404
Friedrich Birzer,200
Otto von Ramin,200
Hugo-Junkers-Preis,200
Johann Jakob Kees,200
Justizanstalt,200
Horst Wernecke,404
Hans Bahlsen,200
Friedrich von Starck,404
Bernhard Dietz,404
Wilhelm Weinmann,200
Geschichte Lörrachs,200
Roland Stark,404
Gerold Scheuermann,200
Sebastian Gottfried Starcke,404
Daniela Münkel,200
Leopold Kiesling,200
August Schnitzler,200
Wurminfektionen der Katze,200
Irène Straub,200
Martin Schreiner (Religionspädagoge),200
Dieter Süverkrüp,200
Ruth Kisch-Arndt,404
Ipke Starke,404
Anna Dietz,200
Rolf Kissel,200
"Helmut Müller (Politiker, 1944)",200
Franz Kaufmann (Unternehmer),200
Horst-Dieter Tietz,200
Schwarzhäupterhaus,200
Hellfried Dahlmann,200
Alexius Johann,200
Stadtkapelle Öhringen,200
Michael Sadre-Chirazi-Stark,200
Georg Veith,200
Kennedybrücke (Wien),200
Bodo von Borries (Geschichtsdidaktiker),200
Bruno Tietz,200
Sebastian Starck,200
Carl Schreiner (Schauspieler),404
Hans-Joachim Kißling,200
Fettmilch-Aufstand,200
Christoph Keese,200
Geschichte Aubings,200
Ingeborg Schiffner,404
Theodor Kissel,200
Rainer Wernicke,200
Der Neuerer,200
Ur- und frühgeschichtliche Sammlung der Universität Jena,200
Wilhelm Haarländer,200
Schloss Velden (Neufelden),200
Erich Scheffler,200
Schifflersgrund,200
Bruno Thalmann,200
Gabriel Rosenbach,404
Eberhard Straub,200
Ludger Schiffler,200
Norbert Feith,200
Joachim Schweighöfer,200
Paul Stettiner,200
Wilhelm Ludwig Dietz,200
"Stefan Körner (Politiker, 1977)",404
Der Raubfisch,200
Selig Scheuermann,200
Michaela Kis,404
Walter Friedländer,200
Karl Bernhard von Stülpnagel,404
Kunstsammlungen Zwickau,200
Staatsarchiv Leipzig,200
Caspar Heinrich Starck,200
Ferdinand Sperber,200
Elmar Dietz,200
Willy Schweighöfer,404
Arno Schiffers,200
Frank Stark,200
Johann Ludwig von Scheffler,404
Peter Schreiner (Erziehungswissenschaftler),404
Daniel von Schoeler,200
Erich Dietz von Bayer,200
Thomas Kiessling,200
Eugen Stark,200
Andreas Scheffler,200
Dieter Wernecke,404
Franz D. Lucas,200
Marie-Luise Lichtenthal,200
Albrecht Mayer (Maler),404
Karl Straub (Schriftsteller),404
Schoeler-Schlösschen,200
Thilde Dietz,404
Bernd Wagner (Schriftsteller),200
Hans Gutermuth,200
Josef Erber (Bildhauer),200
Karl-Heinz Bomberg,200
Adolf Brunner (Künstler),200
Karl Dietz (Verleger),200
Wolfram Scheffler,200
August Weygang,404
Kennedybrücke und Sturmflutsperrwerk,404
St.-Georgs-Bruderschaft,200
Afghanischer Bürgerkrieg (1989–2001),200
René Straub,200
Walter Scheffler,200
Gebrüder Kießling,200
Der Landvogt von Greifensee,200
Fayence-Kachelofen (Isny im Allgäu),404
Walter Stark,200
Gottlob Friedrich Seligmann,200
Helmut Straube,200
Christoph Jablonka,200
Josef Tietz,200
Ansgar Nünning,200
Kilian Stark,404
Edmund Stark,404
Christian Feit,200
"Helmut Müller (Politiker, 1940)",200
Hermann Herter,200
Wolfgang Schöller,404
"Philipp Wilhelm von Schoeller (Industrieller, 1797)",404
Kies (Kurzgeschichte),200
Postamt (Penzberg),404
Peter Schnitzler,404
Silvia Thalmann-Gut,404
Hans Schreiner (Maler),404
Alexander Schiffler,404
Matrikel,200
Bleichenviertel,200
Hellmut Müller-Celle,200
Robert Schiffer,404
Dorper Kirche,200
Großer Speicher,200
Christoph Starke,200
H. F. G. Starke,200
Fritz Schnitzler (Maler),200
Joseph Schaefler,200
Alexander Wernicke,404
Heike Zinsmeister,404
Manuel Pauli,200
Hamburger Anzeiger,200
William Straube,200
Ingeborg Brings,200
Richard Straube,200
Franz Josef Schnitzer,200
Lucas Lichtenhan,404
Walter Kiß,200
Vera Nünning,200
Helene Thalmann-Antenen,200
Ian Lilburn,200
Julius Schnitzler (Mediziner),200
Pfalzpreis für Bildende Kunst,200
Kieselgebäude,200
Ernst Ulrich Scheffler,404
Königliches Gymnasium (Düsseldorf),200
Charleen Deetz,200
Alte Geestebrücke,200
Heinrich Schiffner,404
Kärntner Institut für Seenforschung,200
Ernst Schnitzler,200
Friedrich Wernicke (Bergingenieur),404
Johann Schreiner (Biologe),404
Georg Tietz,200
Mathis Wernecke,404
Ritterakademie (Brandenburg an der Havel),200
Roswitha Staege,404
Constaffel,200
Villa Pflugensberg,200
Bernd F. Straub,404
Heinrich Straub (Geistlicher),200
Hans Siegert (Dichter),200
"Josef Böhm (Politiker, 1887)",404
Monika Schoeller,200
Geschichte Matreis in Osttirol,200
Jennifer Schreiner,200
Friedrich Wilhelm Starck,200
Joseph Wendolin Straub,404
Frank Engelhardt,200
Marco Justus Schöler,404
Markthalle IV,200
Johann Hermann Maack,200
Paul Jenisch (Musiker),200
Reinhard Schiffers,404
Hans-Martin Weinmann,404
Johann Christian Stark der Jüngere,200
Postversuchssiedlung,200
Dornbacher Friedhof,200
Oswald Schiffers,200
Münchner Straße 1 (Bad Kissingen),404
Julius Straube,200
Johann Heinrich Starcke,404
Gerhard Kiesling,200
Uli Veith,404
Jonas-Philipp Dallmann,200
Josef Schnitzer senior,200
Oskar Samter,200
Joachim Starck,200
Ulrich Stark,200
Benjamin Kiss,200
Corpsbursche,200
Karl von Veith,404
Johann Friedrich von Stülpnagel,404
Charlotte Schiffler,200
Lilly von Mallinckrodt-Schnitzler,404
Isolde Stark,200
Wilhelm Schäffler,200
Ferdinand Kiesling,200
Alexander Starck,404
Kratzquartier,200
Fritz Starck,404
Franz Weinmann,200
Kontakt- und Informationsstelle für Selbsthilfegruppen,200
Uwe Schöler,404
Bernd Kießling,404
Franz Werneke,404
Heinrich Schnitzler,200
Fürstentum Altenburg,200
Erik Schäffler,200
Christian Starck,200
Johann Friedrich Christian Spener,200
Andy Brings,404
Rathausstraße (Wien),200
Helmut G. Müller,200
Michael Stark (Geologe),200
Helmuth Wernicke,200
Helmut Schnizer,200
Hermann Lichtenthal,200
"Friedrich Schulze (Politiker, 1888)",404
Marie Kiesel,200
Laufbahnbefähigung,404
Riccarda Gregor-Grieshaber,200
Liliane Dietz,200
"Rolf Keller (Architekt, 1930)",404
Pegel Würzburg,200
Heinrich August Schott,200
Philipp Johann von Schoeller,200
Elisabeth Schnitzler,200
Elke Scheuermann,200
Jeffrey Schiffner,200
Hubert Schreiner,200
Albert Schreiner (Geologe),200
Johann Baptist Schreiner,200
Günter Rombold,200
Weinhaus Rheingold,200
Rüdiger Kiesel,200
Claudia Dietz,200
Turi Weinmann,404
Johann Weinmann (Theologe),404
Robert Straub (Politiker),200
Albert Burkart,200
Thomas Arnold (Schauspieler),200
Helmut Schiffer,200
Hermann Joachim Hahn,200
Ludwig Dietz,200
Palais Corbelli-Schoeller,200
Thomas Heinrich Stark,404
Käthe Starke-Goldschmidt,200
Paul Eduard von Schoeller,200
Michael Veith (Biologe),200
Helmut Müller (Theologe),200
Peter Schäfer (Fußballspieler),404
Reinhard Straube,200
Vicke Schorler,200
Martin Wernicke,200
Johannes Starcke,200
Hermann von Sperber,200
Hans Hege (Landwirt),200
Andreas Straub,200
Fritz H. Schnitzer,200
Markus Kissling,200
Felix Kiessling,404
Ferdinand Maximilian Starck,200
Hermann Tietz (Musiker),200
Strumaresektion,200
Brigitte Schiffer,200
Christian August Friedrich Köhler,404
Sanatorium Löw,404
Manuel Straube,200
Schweizerhäuschen (Leipzig),200
Richard von Schoeller,200
Emil Kießling,200
Philipp Heinrich Kisling,200
Hans Kießling (Täufer),404
Otto Stark (Kabarettist),404
Johann Ludwig Kisling,200
Werner Mittenzwei,200
Claus Jacobi (Mediziner),200
Ina Dietz,200
Albert Dietz (Architekt),404
Ferdinand Stark,200
Hauptpost Coburg,200
Gerth Schreiner,200
Karl Rinck von Starck,404
Andrea Kiesling,200
Bürgerliche Gesellschaft,200
Patrick Schiffer,200
Ellen Schöler,200
Alwin Schaper,200
Wettbewerb «Gross-Zürich»,404
Kettenschifffahrt auf Elbe und Saale,200
Horst Stark,200
Innsbrucker Mittelgebirgsbahn,200
Helmut A. Müller,200
Wolfgang Kießling,200
Stephan Körner (Richter),200
Kurt Starke (Sexualwissenschaftler),200
Wartburgallee,200
Hermann Dietz (Journalist),200
Friedrich Ehrenreich von Ramin,200
Pierre W. Feit,404
Bruno Kisch,200
Heribert Dietz,404
Werner Straub (Psychologe),200
Josef Schweighofer,200
Marianne Riedel-Weber,404
Otto von Ramin (Politiker),404
Karl Kißling,200
Stefan Körner (Kunsthistoriker),200
Heinz Kretzschmar,200
Michael Dietz (Politiker),404
Christian Schiffer (Journalist),404
Wilhelm Ernst Starke,200
Erhardus Sperber,200
Theo Schöller,200
Jürgen Straub (Psychologe),404
Schoeller Textil (Deutschland),404
Walter Julius Viktor Schoeller,200
Karin von Schweder-Schreiner,200
Barbara Schwaighofer,200
Schweizerhaus (Alexisbad),404
Matthias Kießling,200
Annette Schäffler,200
Walter Torbrügge,404
Günther Kieslich,200
Agnes Susanne Scheurmann,404
Friedrich von Stülpnagel (Politiker),200
Hanns Schreiner,200
Johannes Schweizer,200
Kaiser-Wilhelm-Ring (Köln),200
Gábor Kiss (Soziologe),200
Wehrgeologie,200
"Hermann Scheffler (Politiker, 1893)",200
Armin Feit,200
Frau Wernicke,200
Viola-Bianka Kießling,200
Carl Moritz Schreiner,200
Ingo Schulze (Leichtathlet),200
Margit Schreiner,200
Gesellschaft der Schildner zum Schneggen,200
Karl-Heinz Tietz,404
Horst Scheuermann,200
Manfred P. Straube,404
Günter Wirth (Publizist),404
Paul Egon Schiffers,200
Jutta Schnitzer-Ungefug,404
Waltraud Starck,200
Werner Schreiner (Historiker),200
"August Weber (Politiker, 1829)",404
Klaus Weinmann,200
Joachim K. M. Fait,404
Lea Schreiner,404
Lutz-Günther Fleischer,200
Franz Michael Veith,404
Ines Veith,200
Richard Schaeffler,200
Filbinger-Affäre,200
Hans Helfritz (Rechtswissenschaftler),200
Stephan Schiffner,200
Hochwasser in Würzburg,200
Adele von Stark,404
Natzmer,200
Siegfried Straub,200
Weygang-Museum,404
Thomas Straub,200
General-Anzeiger für Hamburg-Altona,200
Heinrich Schreiner,200
Umweltbundesamt,200
Orgellandschaft Hessen,200
