Subject;Predicate;Object;Wikipedia-URL
Haus Fürsteneck;Betreiber;Bund tätiger Altstadtfreunde;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Baumeister;Christian Steffen;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Entwickler;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Küchenchef;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Sprache;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Wertung;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Material;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Wiedereröffnungdatum;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Reservierungen;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Aufzüge;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;regisseur;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Präsident;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Auszeichnung;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Fläche (m2);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Anzahl der Parkplätze;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Breite (μ);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Bezirk;östlichen Altstadt;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Anzahl an Geschäften;1;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Klassifikation;historisches Gebäude;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Koch;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;bekannt für;Ein Baudenkmal Altfrankfurts;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Bevölkerungsdichte (/sqkm);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Einwohnerzahl;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Postleitzahl;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;politischer Führer;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Fläche (km2);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Bevölkerungsdichte (/sqkm);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Kurator;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Tragsystem;Holzfachwerk;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Ingenieur;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Durchmesser (μ);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;benannt nach;Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Slogan;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Sendergruppe;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Kette;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Kapazität;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Anzahl gebaut;1;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Gewicht (g);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Hersteller;Christian Steffen;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Gewicht (kg);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Urheber;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Format;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Enddatum des Gebäudes;1362;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Baubeginn;1362;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Stockwerkanzahl;vierten;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;architektonischer Stil;Louis-seize;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;NRHP-Referenznummer;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Grundfläche (m2);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Anzahl Suiten;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Grundfläche (m2);N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Kleiderordnung;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Zugehörigkeit;Schreinermeisterfamilie Beydemüller;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;NRHP-Typ;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;aktuelle Produktion;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Abrissdatum;1944;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Einsendeschluss;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Datum des Abbruchs;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;derzeit verwendet für;Wohnbau;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;aufgelöst;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Unterteilung;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Vernichtungsdatum;1944;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;LCCN-ID;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Besucherzahl ab as;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Umbaudatum;18. Jahrhundert;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;IMDB-ID;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;iucn-Kategorie;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Haus Fürsteneck;Pastor;N/A;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Geburtsort;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Bund tätiger Altstadtfreunde;Standort;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Schlacht;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Stadt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Bund tätiger Altstadtfreunde;Hauptsitz;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Heimstadion;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Christian Steffen;bekannt für;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;museum;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen;Residenz;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Ruhestätte;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Stadion;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Institution;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Arbeitgeber;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Christian Steffen;bedeutendes Gebäude;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Dietrich Goßmann;Sterbeort;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;bedeutender Schrein;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Auszeichnung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Christian Steffen;Beschäftigung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Diözese;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Ausbildung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Ort der Bestattung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Betreiber;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Eigentümer;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Produktionsfirma;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Garnison;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Wegende;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Weganfang;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Rennpferd;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Christian Steffen;bedeutendes Projekt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Produkt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Fahrgasse;Wegabzweigung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Hauptstadt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;wichtiger Verkehrsknotenpunkt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Herausgeber;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Strafe;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Empfangsgebiet;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Bildung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;benannt nach;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Campus;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Gymnasium;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;bild;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Ziel;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Religion;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Bund tätiger Altstadtfreunde;Zuständigkeit;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;wissenschaftliche Disziplin;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Muttergesellschaft;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Operierende Schienenfahrzeuge;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Flussmündung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Militäreinheit;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Entwickler;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Mieter;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Baumeister;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Team;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Ehrungen;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Typ;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Kurator;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;gegründet von;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Vorgänger;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Montage;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Verwaltungsgremium;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Christian Steffen;bedeutendes Design;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;angebundene Eisenbahnlinie;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Sendergruppe;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Firma;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Sendergruppe;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Clubmanager;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Farbe;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Produzent;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;zusammengeschlossen;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Moderator;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Adresse in Straße;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Architekt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Dietrich Goßmann;Leiche entdeckt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen, Christian Steffen;Schlüsselperson;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Whalbezirk;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;nächstgelegene Stadt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Nachfolger;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Feld;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen;Heimatort;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;regisseur;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;schriftsteller;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Züchter;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Bewegung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Beziehung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Befehlshaber;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Dienst;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Ausschuss in der Legislative;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Todesursache;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Region;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;schule;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Startplatz;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;früheren Arbeiten;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;College;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Kind;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Politiker;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Leutnant;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen;Person;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Staatsform;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Verwandter;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Beruf;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Besitzerfirma;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen;Patron;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Hersteller;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;autor;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Rittersaal;ist ein Teil von;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Vorveranstaltung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;nächste Veranstaltung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen;Gründer;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Fahrgasse;Ort des Wegendes;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;beeinflusst durch;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Doktorvater;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;gewartet von;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;gesprochen in;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Insel;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Universität;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Boden;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Plattenlabel;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;aufgenommen in;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Tafel;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Premierenplatz;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Unterteilung;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Tochtergesellschaft;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Frankfurter Tanzschule;befindet sich im Bereich;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Schilderer;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Christian Steffen;bemerkenswerte Arbeit;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;seliggesprochener Ort;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Verknüpft eine Entität mit dem bevölkerten Ort, an dem sie sich befindet.;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen;Zugehörigkeit;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Alma Mater;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Verteiler;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Mund Berg;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Mundplatz;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;zugehörige Band;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;assoziierter Musikkünstler;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Brüche;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Heimathafen;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen;in Rechnung gestellt;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Cover-Künstler;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Hauptorgel;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;architektonischer Stil;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Eigentümerorganisation;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Sachbuch;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Kinderorganisation;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
N/A;Mutterorganisation;Haus Fürsteneck;https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
