Subject,Predicate,Object,Wikipedia-URL
,Baumeister,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Team,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Ehrungen,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Typ,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Kurator,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,gegründet von,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Vorgänger,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Montage,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Verwaltungsgremium,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Christian Steffen,bedeutendes Design,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,angebundene Eisenbahnlinie,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Sendergruppe,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Firma,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Sendergruppe,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Clubmanager,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Farbe,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Produzent,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,zusammengeschlossen,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Moderator,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Adresse in Straße,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Architekt,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Dietrich Goßmann,Leiche entdeckt,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
"Johann von Holzhausen, Christian Steffen",Schlüsselperson,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Whalbezirk,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,nächstgelegene Stadt,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Nachfolger,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Feld,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen,Heimatort,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,regisseur,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,schriftsteller,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Züchter,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Bewegung,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Beziehung,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Befehlshaber,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Dienst,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Ausschuss in der Legislative,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Todesursache,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Region,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,schule,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Startplatz,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,früheren Arbeiten,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,College,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Kind,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Politiker,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Leutnant,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen,Person,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Staatsform,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Verwandter,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Beruf,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Besitzerfirma,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen,Patron,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Hersteller,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,autor,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Rittersaal,ist ein Teil von,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Vorveranstaltung,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,nächste Veranstaltung,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen,Gründer,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Fahrgasse,Ort des Wegendes,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,beeinflusst durch,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Doktorvater,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,gewartet von,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,gesprochen in,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Insel,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Universität,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Boden,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Plattenlabel,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,aufgenommen in,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Tafel,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Premierenplatz,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Unterteilung,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Tochtergesellschaft,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Frankfurter Tanzschule,befindet sich im Bereich,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Schilderer,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Christian Steffen,bemerkenswerte Arbeit,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,seliggesprochener Ort,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,"Verknüpft eine Entität mit dem bevölkerten Ort, an dem sie sich befindet.",Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen,Zugehörigkeit,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Alma Mater,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Verteiler,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Mund Berg,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Mundplatz,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,zugehörige Band,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,assoziierter Musikkünstler,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Brüche,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Heimathafen,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
Johann von Holzhausen,in Rechnung gestellt,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Cover-Künstler,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Hauptorgel,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,architektonischer Stil,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Eigentümerorganisation,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Sachbuch,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Kinderorganisation,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Mutterorganisation,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,ehemaliges Team,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,kanonisierter Ort,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Einteilung,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,akademischer Berater,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Zielflughafen,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,militärischer Zweig,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Wiederaufbau,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Region bedient region,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,verehrt in,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Kreuze,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Schöpfer des Gerichts,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Designer,Haus Fürsteneck,https://de.wikipedia.org/wiki/Haus_F%C3%BCrsteneck
,Geburtsort,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Standort,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Schlacht,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Stadt,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Hauptsitz,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Heimstadion,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Matthäus Daniel Pöppelmann,bekannt für,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,museum,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Residenz,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Ruhestätte,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Stadion,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Institution,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Arbeitgeber,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Matthäus Daniel Pöppelmann,bedeutendes Gebäude,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Sterbeort,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,bedeutender Schrein,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Auszeichnung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Johann Benjamin Thomae,Beschäftigung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Diözese,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Ausbildung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Ort der Bestattung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Betreiber,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Eigentümer,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Produktionsfirma,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Garnison,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Wegende,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Weganfang,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Rennpferd,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Matthäus Daniel Pöppelmann,bedeutendes Projekt,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Produkt,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Wegabzweigung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Hauptstadt,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,wichtiger Verkehrsknotenpunkt,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Herausgeber,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Strafe,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Empfangsgebiet,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Bildung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,benannt nach,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Campus,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Gymnasium,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Johann Christoph Rüdinger,bild,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Ziel,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Religion,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Zuständigkeit,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,wissenschaftliche Disziplin,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Muttergesellschaft,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Operierende Schienenfahrzeuge,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Flussmündung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Militäreinheit,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Entwickler,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Mieter,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Baumeister,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Team,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Ehrungen,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Typ,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Kurator,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,gegründet von,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Vorgänger,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Montage,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Verwaltungsgremium,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,bedeutendes Design,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,angebundene Eisenbahnlinie,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Sendergruppe,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Firma,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Sendergruppe,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Clubmanager,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Farbe,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Produzent,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,zusammengeschlossen,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Moderator,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Adresse in Straße,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Architekt,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Leiche entdeckt,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Matthäus Daniel Pöppelmann,Schlüsselperson,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Whalbezirk,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,nächstgelegene Stadt,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Pillnitzer Schlosskirche,Nachfolger,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Feld,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Heimatort,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,regisseur,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,schriftsteller,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Züchter,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Bewegung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Beziehung,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Befehlshaber,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Dienst,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Ausschuss in der Legislative,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Todesursache,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Region,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,schule,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Startplatz,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,früheren Arbeiten,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,College,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Kind,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Politiker,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Leutnant,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Person,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Staatsform,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Verwandter,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
,Beruf,Weinbergkirche (Dresden),https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
