Subject;Predicate;Object;Wikipedia-URL
N/A;Stadion;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Institution;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Arbeitgeber;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Matthäus Daniel Pöppelmann;bedeutendes Gebäude;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Sterbeort;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;bedeutender Schrein;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Auszeichnung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Johann Benjamin Thomae;Beschäftigung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Diözese;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Ausbildung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Ort der Bestattung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Betreiber;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Eigentümer;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Produktionsfirma;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Garnison;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Wegende;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Weganfang;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Rennpferd;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Matthäus Daniel Pöppelmann;bedeutendes Projekt;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Produkt;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Wegabzweigung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Hauptstadt;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;wichtiger Verkehrsknotenpunkt;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Herausgeber;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Strafe;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Empfangsgebiet;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Bildung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;benannt nach;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Campus;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Gymnasium;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Johann Christoph Rüdinger;bild;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Ziel;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Religion;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Zuständigkeit;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;wissenschaftliche Disziplin;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Muttergesellschaft;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Operierende Schienenfahrzeuge;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Flussmündung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Militäreinheit;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Entwickler;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Mieter;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Baumeister;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Team;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Ehrungen;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Typ;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Kurator;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;gegründet von;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Vorgänger;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Montage;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Verwaltungsgremium;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;bedeutendes Design;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;angebundene Eisenbahnlinie;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Sendergruppe;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Firma;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Sendergruppe;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Clubmanager;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Farbe;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Produzent;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;zusammengeschlossen;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Moderator;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Adresse in Straße;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Architekt;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Leiche entdeckt;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Matthäus Daniel Pöppelmann;Schlüsselperson;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Whalbezirk;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;nächstgelegene Stadt;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
Pillnitzer Schlosskirche;Nachfolger;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Feld;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Heimatort;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;regisseur;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;schriftsteller;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Züchter;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Bewegung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Beziehung;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Befehlshaber;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Dienst;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Ausschuss in der Legislative;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
N/A;Todesursache;Weinbergkirche (Dresden);https://de.wikipedia.org/wiki/Weinbergkirche_(Dresden)
